File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF292JVA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR075NRV	TF ChIP-seq	/human-donors/ENCDO383AQS/	CL:0000236	B cell	primary cell	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2, 1_3							/files/ENCFF356LFX/, /files/ENCFF997NHU/, /files/ENCFF463NVT/	854619	ENCODE Processing Pipeline	da9c169bfaebb45502b70a5d347aa332		https://www.encodeproject.org/files/ENCFF292JVA/@@download/ENCFF292JVA.bed.gz				released	s3://encode-public/2022/06/06/eb0729f8-e065-4bcc-9052-28b5fcfa5391/ENCFF292JVA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/eb0729f8-e065-4bcc-9052-28b5fcfa5391/ENCFF292JVA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF593OEP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DTL	TF ChIP-seq	/human-donors/ENCDO097AAA/	CL:0000706	choroid plexus epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF671ULZ/, /files/ENCFF546SYJ/, /files/ENCFF861VKJ/	1015464	ENCODE Processing Pipeline	60a1230799d78f2c3b968c39f5bdc1e2		https://www.encodeproject.org/files/ENCFF593OEP/@@download/ENCFF593OEP.bed.gz				released	s3://encode-public/2020/09/25/a30fcb83-fde9-48c5-af27-acbbb39f5e7b/ENCFF593OEP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/a30fcb83-fde9-48c5-af27-acbbb39f5e7b/ENCFF593OEP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF407YNR	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DTL	TF ChIP-seq	/human-donors/ENCDO097AAA/	CL:0000706	choroid plexus epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF593OEP/	1711059	ENCODE Processing Pipeline	bf5ae2a153d2f40cde0c51ec01844529		https://www.encodeproject.org/files/ENCFF407YNR/@@download/ENCFF407YNR.bigBed				released	s3://encode-public/2020/09/25/f343aa12-934b-4ee3-ab1c-77387646a9af/ENCFF407YNR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/f343aa12-934b-4ee3-ab1c-77387646a9af/ENCFF407YNR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF981UHL	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ANS	TF ChIP-seq	/human-donors/ENCDO341XKY/	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF541TLL/	1297905	ENCODE Processing Pipeline	ed004e0dfff13fb34c5cbe5f5bf84150		https://www.encodeproject.org/files/ENCFF981UHL/@@download/ENCFF981UHL.bigBed				released	s3://encode-public/2020/09/26/05e1cbdc-bdaa-44bd-b04c-8a4ce6b8a35b/ENCFF981UHL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/05e1cbdc-bdaa-44bd-b04c-8a4ce6b8a35b/ENCFF981UHL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read depth	missing control alignments
ENCFF541TLL	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ANS	TF ChIP-seq	/human-donors/ENCDO341XKY/	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF286IAX/, /files/ENCFF722FHM/, /files/ENCFF356LFX/, /files/ENCFF853VRC/, /files/ENCFF770RXR/	751088	ENCODE Processing Pipeline	77ff1ec2ac8d270135200ca3438bd2bc		https://www.encodeproject.org/files/ENCFF541TLL/@@download/ENCFF541TLL.bed.gz				released	s3://encode-public/2020/09/26/a5e2b4d0-ef94-4c8d-8e21-f123884d009d/ENCFF541TLL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/a5e2b4d0-ef94-4c8d-8e21-f123884d009d/ENCFF541TLL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read depth	missing control alignments
ENCFF228QYX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR585JVS	TF ChIP-seq	/human-donors/ENCDO477WED/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF542SOW/, /files/ENCFF767USV/	760095	ENCODE Processing Pipeline	4dc25c2e939ca92efcf52553b7cfe17c		https://www.encodeproject.org/files/ENCFF228QYX/@@download/ENCFF228QYX.bed.gz				released	s3://encode-public/2021/09/16/2d1a24cf-7e4a-4ee6-8023-6d71fbbb6ced/ENCFF228QYX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/2d1a24cf-7e4a-4ee6-8023-6d71fbbb6ced/ENCFF228QYX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF577TID	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR585JVS	TF ChIP-seq	/human-donors/ENCDO477WED/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF228QYX/	1294027	ENCODE Processing Pipeline	7d8c586e57f08f80190ba4665e6442a6		https://www.encodeproject.org/files/ENCFF577TID/@@download/ENCFF577TID.bigBed				released	s3://encode-public/2021/09/16/166a6baa-8d60-4e21-8d25-a5cecefafb30/ENCFF577TID.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/166a6baa-8d60-4e21-8d25-a5cecefafb30/ENCFF577TID.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF455BVG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR234HEM	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF495FNS/, /files/ENCFF356LFX/, /files/ENCFF134JET/	332148	ENCODE Processing Pipeline	9acdf364093f19694cee579e0d3184ca		https://www.encodeproject.org/files/ENCFF455BVG/@@download/ENCFF455BVG.bed.gz				released	s3://encode-public/2020/08/13/1122adfb-bdc1-42ee-80e6-15c15982365b/ENCFF455BVG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/1122adfb-bdc1-42ee-80e6-15c15982365b/ENCFF455BVG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF282UAO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR234HEM	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF455BVG/	635711	ENCODE Processing Pipeline	41ae5046fddffe0b8492ed0eba95a925		https://www.encodeproject.org/files/ENCFF282UAO/@@download/ENCFF282UAO.bigBed				released	s3://encode-public/2020/08/13/cd0fcef9-f3ca-4d3d-99fb-903089dce079/ENCFF282UAO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/13/cd0fcef9-f3ca-4d3d-99fb-903089dce079/ENCFF282UAO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF835PIH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR207WFD	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8091/'], '@type': ['Target', 'Item'], 'name': 'HMGA2-human', 'label': 'HMGA2', '@id': '/targets/HMGA2-human/', 'title': 'HMGA2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ae8f75d6-b585-4943-9ca2-9118622ca3e5', 'status': 'released'}				HMGA2-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF840GLG/, /files/ENCFF970PML/, /files/ENCFF859HIP/, /files/ENCFF356LFX/	115309	ENCODE Processing Pipeline	8e37492c696830d1204c307e4b0c51de		https://www.encodeproject.org/files/ENCFF835PIH/@@download/ENCFF835PIH.bed.gz				released	s3://encode-public/2020/07/09/a79a27c0-b21b-4a26-a18c-6563631fe126/ENCFF835PIH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/a79a27c0-b21b-4a26-a18c-6563631fe126/ENCFF835PIH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF624CAQ	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR207WFD	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8091/'], '@type': ['Target', 'Item'], 'name': 'HMGA2-human', 'label': 'HMGA2', '@id': '/targets/HMGA2-human/', 'title': 'HMGA2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ae8f75d6-b585-4943-9ca2-9118622ca3e5', 'status': 'released'}				HMGA2-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF835PIH/	282456	ENCODE Processing Pipeline	929619d23f9642ccc409f18be86bfeeb		https://www.encodeproject.org/files/ENCFF624CAQ/@@download/ENCFF624CAQ.bigBed				released	s3://encode-public/2020/07/09/814a07cf-00ac-4217-8037-a127e47b33b7/ENCFF624CAQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/814a07cf-00ac-4217-8037-a127e47b33b7/ENCFF624CAQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF096AYV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR597CHL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/85460/'], '@type': ['Target', 'Item'], 'name': 'ZNF518B-human', 'label': 'ZNF518B', '@id': '/targets/ZNF518B-human/', 'title': 'ZNF518B (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c9aab077-b7a3-4886-8089-9531bef04067', 'status': 'released'}				ZNF518B-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF948XBN/, /files/ENCFF346WXR/, /files/ENCFF077MIJ/	14706	ENCODE Processing Pipeline	8e01dd9d44e394d5394af3b800871a8e		https://www.encodeproject.org/files/ENCFF096AYV/@@download/ENCFF096AYV.bed.gz				released	s3://encode-public/2020/06/27/7b91a450-e626-422a-9d22-d567d8247425/ENCFF096AYV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/27/7b91a450-e626-422a-9d22-d567d8247425/ENCFF096AYV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF815DBV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR597CHL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/85460/'], '@type': ['Target', 'Item'], 'name': 'ZNF518B-human', 'label': 'ZNF518B', '@id': '/targets/ZNF518B-human/', 'title': 'ZNF518B (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c9aab077-b7a3-4886-8089-9531bef04067', 'status': 'released'}				ZNF518B-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF096AYV/	86762	ENCODE Processing Pipeline	fa52d91d874c9db5a12b78f1769631c4		https://www.encodeproject.org/files/ENCFF815DBV/@@download/ENCFF815DBV.bigBed				released	s3://encode-public/2020/06/27/decc9a64-7ef6-4d86-85c0-91aff9a2fe1e/ENCFF815DBV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/06/27/decc9a64-7ef6-4d86-85c0-91aff9a2fe1e/ENCFF815DBV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF610WXV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR785YRL	TF ChIP-seq	/human-donors/ENCDO055UKA/, /human-donors/ENCDO082FOL/	CL:0000775	neutrophil	primary cell	Homo sapiens										CTCF-human	DNA						2016-12-01	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF654GJW/, /files/ENCFF079UQW/, /files/ENCFF008DNP/, /files/ENCFF927BNL/	440413	ENCODE Processing Pipeline	0c59cbf3d18760e518ca30083987093c		https://www.encodeproject.org/files/ENCFF610WXV/@@download/ENCFF610WXV.bed.gz				released	s3://encode-public/2020/10/10/3090e797-01ba-45c4-bf8c-00e5d1032819/ENCFF610WXV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/3090e797-01ba-45c4-bf8c-00e5d1032819/ENCFF610WXV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF770HHA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR785YRL	TF ChIP-seq	/human-donors/ENCDO055UKA/, /human-donors/ENCDO082FOL/	CL:0000775	neutrophil	primary cell	Homo sapiens										CTCF-human	DNA						2016-12-01	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF610WXV/	968947	ENCODE Processing Pipeline	1da1748f9a009860ca1fb036e2f7476a		https://www.encodeproject.org/files/ENCFF770HHA/@@download/ENCFF770HHA.bigBed				released	s3://encode-public/2020/10/10/6b2a69bc-ff72-46cb-8836-67a4739be867/ENCFF770HHA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/6b2a69bc-ff72-46cb-8836-67a4739be867/ENCFF770HHA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF454PBI	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR236YGF	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001157	transverse colon	tissue	Homo sapiens										CTCF-human	DNA						2017-08-28	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF324DOU/	1001873	ENCODE Processing Pipeline	d45c21f98f3790f83be048cd7141528c		https://www.encodeproject.org/files/ENCFF454PBI/@@download/ENCFF454PBI.bigBed				released	s3://encode-public/2020/09/24/bb73e04c-4b39-493f-9bf5-ad2d16e44c17/ENCFF454PBI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/bb73e04c-4b39-493f-9bf5-ad2d16e44c17/ENCFF454PBI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, antibody characterized with exemption		
ENCFF324DOU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR236YGF	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001157	transverse colon	tissue	Homo sapiens										CTCF-human	DNA						2017-08-28	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF554HMI/, /files/ENCFF356LFX/, /files/ENCFF607IHR/, /files/ENCFF578SJO/, /files/ENCFF964ASO/	576450	ENCODE Processing Pipeline	4a65f0777beb52d7580b8eb9230046c6		https://www.encodeproject.org/files/ENCFF324DOU/@@download/ENCFF324DOU.bed.gz				released	s3://encode-public/2020/09/24/1ac167b3-1446-4141-9d73-7fb06d01ddef/ENCFF324DOU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/1ac167b3-1446-4141-9d73-7fb06d01ddef/ENCFF324DOU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, antibody characterized with exemption		
ENCFF708HLM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR192SKV	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10042/'], '@type': ['Target', 'Item'], 'name': 'HMGXB4-human', 'label': 'HMGXB4', '@id': '/targets/HMGXB4-human/', 'title': 'HMGXB4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6a6c1bc8-bd64-4c24-abf6-20841cce1f7d', 'status': 'released'}				HMGXB4-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF782LFF/, /files/ENCFF140LPY/, /files/ENCFF798AAD/, /files/ENCFF356LFX/	80402	ENCODE Processing Pipeline	8aebf27561921f9ba630c77ccee61d6d		https://www.encodeproject.org/files/ENCFF708HLM/@@download/ENCFF708HLM.bed.gz				released	s3://encode-public/2020/07/08/c5f1849e-838f-4c89-bb7d-6e78733817fc/ENCFF708HLM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/08/c5f1849e-838f-4c89-bb7d-6e78733817fc/ENCFF708HLM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking, moderate library complexity		
ENCFF261MIW	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR192SKV	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10042/'], '@type': ['Target', 'Item'], 'name': 'HMGXB4-human', 'label': 'HMGXB4', '@id': '/targets/HMGXB4-human/', 'title': 'HMGXB4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6a6c1bc8-bd64-4c24-abf6-20841cce1f7d', 'status': 'released'}				HMGXB4-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF708HLM/	231156	ENCODE Processing Pipeline	65b67115150aba2546be81478f716a3d		https://www.encodeproject.org/files/ENCFF261MIW/@@download/ENCFF261MIW.bigBed				released	s3://encode-public/2020/07/08/6610a74f-235f-4faf-b970-fba36e1c087f/ENCFF261MIW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/08/6610a74f-235f-4faf-b970-fba36e1c087f/ENCFF261MIW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking, moderate library complexity		
ENCFF246RPF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR696HTM	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000996	vagina	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-20	ENCODE			450-650	2	2_1							/files/ENCFF608MSL/	75958	ENCODE Processing Pipeline	caed8267c21ca4fc207b27a0c2470bed		https://www.encodeproject.org/files/ENCFF246RPF/@@download/ENCFF246RPF.bigBed				released	s3://encode-public/2020/12/02/8ee247ac-39d2-4465-983e-735b63e2baac/ENCFF246RPF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/8ee247ac-39d2-4465-983e-735b63e2baac/ENCFF246RPF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF608MSL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR696HTM	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000996	vagina	tissue	Homo sapiens										POLR2A-human	DNA						2017-03-20	ENCODE			450-650	2	2_1							/files/ENCFF356LFX/, /files/ENCFF938ZDQ/, /files/ENCFF726FTL/	20741	ENCODE Processing Pipeline	d52ba25c1806d53719ee4792bd9e6d61		https://www.encodeproject.org/files/ENCFF608MSL/@@download/ENCFF608MSL.bed.gz				released	s3://encode-public/2020/12/02/c4fb4dd3-811f-46bd-b43f-6b0a20cea8be/ENCFF608MSL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/c4fb4dd3-811f-46bd-b43f-6b0a20cea8be/ENCFF608MSL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF657NRR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR999QVR	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										POLR2A-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF522FBF/, /files/ENCFF356LFX/, /files/ENCFF423OAN/	254259	ENCODE Processing Pipeline	20d98e2bf0b165e97a11cd7acc60854d		https://www.encodeproject.org/files/ENCFF657NRR/@@download/ENCFF657NRR.bed.gz				released	s3://encode-public/2020/11/30/f9d8557c-f4cf-4107-bfbc-6a8530fed155/ENCFF657NRR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/30/f9d8557c-f4cf-4107-bfbc-6a8530fed155/ENCFF657NRR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		
